YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2018,2018,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q037,VALUE,46,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2018,2018,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,22.4,22.4,,,14.2,33.3,132,,,Less than high school,,,,"(13.444304, 144.793731)",OWS,OWS1,Q037,VALUE,66,Education,Less than high school,EDU,EDUHS
2018,2018,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.2,30.2,,,26.7,34.1,1527,,,,,"$50,000 - $74,999",,"(45.254228894000505, -68.98503133599962)",OWS,OWS1,Q036,VALUE,23,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.3,28.3,,,25.6,31.2,1704,,65 or older,,,,,"(40.79373015200048, -77.86070029399963)",OWS,OWS1,Q036,VALUE,42,Age (years),65 or older,AGEYR,AGEYR65PLUS
2018,2018,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.6,36.6,,,31.6,41.9,466,,,,,,Hispanic,"(38.34774030000045, -98.20078122699965)",OWS,OWS1,Q037,VALUE,20,Race/Ethnicity,Hispanic,RACE,RACEHIS
2018,2018,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,44,44,,,40,48.1,1099,,,,,"$15,000 - $24,999",,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q036,VALUE,28,Income,"$15,000 - $24,999",INC,INC1525
2018,2018,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.2,33.2,,,28.8,37.9,721,,,Less than high school,,,,"(34.52088095200048, -106.24058098499967)",OWS,OWS1,Q037,VALUE,35,Education,Less than high school,EDU,EDUHS
2018,2018,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.4,32.4,,,25.8,39.7,557,,,,,,2 or more races,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q036,VALUE,36,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2018,2018,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q037,VALUE,15,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2018,2018,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.2,32.2,,,28,36.8,549,,25 - 34,,,,,"(35.466220975000454, -79.15925046299964)",OWS,OWS1,Q037,VALUE,37,Age (years),25 - 34,AGEYR,AGEYR2534
2018,2018,TX,Texas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,28.8,28.8,,,26.4,31.5,6199,,,,Female,,,"(31.827240407000488, -99.42677020599967)",PA,PA1,Q047,VALUE,48,Gender,Female,GEN,FEMALE
2018,2018,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,28.6,28.6,,,24.3,33.5,674,,,,,,Non-Hispanic Black,"(40.79373015200048, -77.86070029399963)",PA,PA1,Q047,VALUE,42,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2018,2018,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.4,38.4,,,33.5,43.5,1472,,45 - 54,,,,,"(31.827240407000488, -99.42677020599967)",OWS,OWS1,Q037,VALUE,48,Age (years),45 - 54,AGEYR,AGEYR4554
2018,2018,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.8,25.8,,,22.5,29.4,1384,,,,Male,,,"(40.13057004800049, -74.27369128799967)",OWS,OWS1,Q036,VALUE,34,Gender,Male,GEN,MALE
2018,2018,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.1,36.1,,,33.6,38.6,2722,,55 - 64,,,,,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q037,VALUE,39,Age (years),55 - 64,AGEYR,AGEYR5564
2018,2018,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39.4,39.4,,,36.6,42.2,2119,,,,Male,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q037,VALUE,10,Gender,Male,GEN,MALE
2018,2018,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.6,33.6,,,32,35.2,5746,,,,,,Non-Hispanic White,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q036,VALUE,18,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2018,2018,IN,Indiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,27.4,27.4,,,26.1,28.7,7594,Total,,,,,,"(39.766910452000445, -86.14996019399968)",PA,PA1,Q047,VALUE,18,Total,Total,OVR,OVERALL
2018,2018,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.9,32.9,,,24.8,42.2,187,,,,,"$35,000 - $49,999",,"(13.444304, 144.793731)",OWS,OWS1,Q037,VALUE,66,Income,"$35,000 - $49,999",INC,INC3550
2018,2018,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.5,23.5,,,16.3,32.5,183,,,,,"$25,000 - $34,999",,"(13.444304, 144.793731)",OWS,OWS1,Q036,VALUE,66,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.1,32.1,,,29.4,34.8,1681,,,,,"$15,000 - $24,999",,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q037,VALUE,27,Income,"$15,000 - $24,999",INC,INC1525
2018,2018,WV,West Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.6,24.6,,,20.7,28.9,651,,,,,"$25,000 - $34,999",,"(38.66551020200046, -80.71264013499967)",PA,PA1,Q047,VALUE,54,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.8,34.8,,,33.1,36.5,4855,Total,,,,,,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q037,VALUE,40,Total,Total,OVR,OVERALL
2018,2018,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.2,29.2,,,26.5,32.2,1235,,45 - 54,,,,,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q036,VALUE,8,Age (years),45 - 54,AGEYR,AGEYR4554
2018,2018,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.4,29.4,,,16.9,46,87,,,,,,American Indian/Alaska Native,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q036,VALUE,51,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2018,2018,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.2,33.2,,,27.5,39.4,357,,,Less than high school,,,,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q036,VALUE,40,Education,Less than high school,EDU,EDUHS
2018,2018,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(38.635790776000476, -92.56630005299968)",PA,PA1,Q047,VALUE,29,Race/Ethnicity,Other,RACE,RACEOTH
2018,2018,WY,Wyoming,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,27.5,27.5,,,24.5,30.8,1045,,55 - 64,,,,,"(43.23554134300048, -108.10983035299967)",PA,PA1,Q047,VALUE,56,Age (years),55 - 64,AGEYR,AGEYR5564
2018,2018,MN,Minnesota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,16.4,16.4,,,14.6,18.4,2006,,25 - 34,,,,,"(46.35564873600049, -94.79420050299967)",PA,PA1,Q047,VALUE,27,Age (years),25 - 34,AGEYR,AGEYR2534
2018,2018,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,24.1,24.1,,,15.7,35.2,78,,,,,,Asian,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q037,VALUE,19,Race/Ethnicity,Asian,RACE,RACEASN
2018,2018,NV,Nevada,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,21,21,,,17.8,24.6,1020,,,Some college or technical school,,,,"(39.493240390000494, -117.07184056399967)",PA,PA1,Q047,VALUE,32,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,ID,Idaho,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,31.3,31.3,,,24.3,39.3,279,,,,,"Less than $15,000",,"(43.682630005000476, -114.3637300419997)",PA,PA1,Q047,VALUE,16,Income,"Less than $15,000",INC,INCLESS15
2018,2018,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20,20,,,16.5,24,1480,,,,,,Hawaiian/Pacific Islander,,PA,PA1,Q047,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2018,2018,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,27.1,27.1,,,24.9,29.4,2522,,,,Female,,,"(35.466220975000454, -79.15925046299964)",PA,PA1,Q047,VALUE,37,Gender,Female,GEN,FEMALE
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,34.3,34.3,,,20.5,51.3,68,,,,,,Hispanic,"(43.65595011300047, -71.50036091999965)",PA,PA1,Q047,VALUE,33,Race/Ethnicity,Hispanic,RACE,RACEHIS
2018,2018,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,2 or more races,"(18.335765, -64.896335)",OWS,OWS1,Q037,VALUE,78,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2018,2018,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.8,34.8,,,33.1,36.6,4855,Total,,,,,,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q036,VALUE,40,Total,Total,OVR,OVERALL
2018,2018,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q036,VALUE,28,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2018,2018,OH,Ohio,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,30.2,30.2,,,26,34.7,795,,,,,,Non-Hispanic Black,"(40.06021014100048, -82.40426005599966)",PA,PA1,Q047,VALUE,39,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2018,2018,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,32.5,32.5,,,28.6,36.6,976,,,,,Data not reported,,"(39.008830667000495, -75.57774116799965)",PA,PA1,Q047,VALUE,10,Income,Data not reported,INC,INCNR
2014,2014,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.7,31.7,,,24.6,39.7,301,,,,,"$25,000 - $34,999",,"(13.444304, 144.793731)",OWS,OWS1,Q037,VALUE,66,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.5,32.5,,,29.4,35.7,1569,,,,,,Non-Hispanic Black,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q037,VALUE,1,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2018,2018,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.8,34.8,,,28.5,41.5,378,,,,,"$25,000 - $34,999",,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q036,VALUE,10,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,26.8,26.8,,,22.5,31.6,484,,,,,"Less than $15,000",,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q037,VALUE,19,Income,"Less than $15,000",INC,INCLESS15
2018,2018,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,28.1,28.1,,,22.3,34.8,359,,,,,Data not reported,,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q037,VALUE,16,Income,Data not reported,INC,INCNR
2018,2018,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.7,25.7,,,23.2,28.3,2222,,,College graduate,,,,"(34.52088095200048, -106.24058098499967)",OWS,OWS1,Q036,VALUE,35,Education,College graduate,EDU,EDUCOGRAD
2018,2018,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.4,38.4,,,24.6,54.3,59,,,,,,Non-Hispanic Black,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2018,2018,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.2,34.2,,,30.8,37.8,1852,,,High school graduate,,,,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q037,VALUE,4,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.7,32.7,,,31.2,34.3,4745,,,Some college or technical school,,,,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q036,VALUE,27,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.8,31.8,,,20,46.5,90,,,,,,2 or more races,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q037,VALUE,2,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2018,2018,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34,34,,,30.4,37.9,1037,,,Some college or technical school,,,,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q037,VALUE,16,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.3,31.3,,,22.5,41.8,136,,,,,,American Indian/Alaska Native,"(47.52227862900048, -120.47001078999972)",OWS,OWS1,Q037,VALUE,53,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2018,2018,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,18.9,18.9,,,16.7,21.3,1814,,45 - 54,,,,,"(47.52227862900048, -120.47001078999972)",PA,PA1,Q047,VALUE,53,Age (years),45 - 54,AGEYR,AGEYR4554
2018,2018,WV,West Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,33.9,33.9,,,30.1,37.9,783,,45 - 54,,,,,"(38.66551020200046, -80.71264013499967)",PA,PA1,Q047,VALUE,54,Age (years),45 - 54,AGEYR,AGEYR4554
2018,2018,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34,34,,,29,39.4,681,,,,,"$25,000 - $34,999",,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q036,VALUE,9,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.3,36.3,,,32.9,40,981,,55 - 64,,,,,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q036,VALUE,17,Age (years),55 - 64,AGEYR,AGEYR5564
2018,2018,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.2,39.2,,,35.7,42.8,1561,,,,,"$15,000 - $24,999",,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q036,VALUE,45,Income,"$15,000 - $24,999",INC,INC1525
2018,2018,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,22,22,,,18.3,26.2,652,,,Some college or technical school,,,,"(38.89037138500049, -77.03196112699965)",PA,PA1,Q047,VALUE,11,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.9,29.9,,,27,33.1,1259,,55 - 64,,,,,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,VALUE,33,Age (years),55 - 64,AGEYR,AGEYR5564
2018,2018,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.7,32.7,,,29.7,35.9,1498,,,High school graduate,,,,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q037,VALUE,22,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.8,29.8,,,24,36.4,341,,35 - 44,,,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q036,VALUE,2,Age (years),35 - 44,AGEYR,AGEYR3544
2018,2018,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.7,35.7,,,30.8,41,436,,25 - 34,,,,,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q036,VALUE,38,Age (years),25 - 34,AGEYR,AGEYR2534
2018,2018,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,16.1,16.1,,,12.3,20.7,444,,18 - 24,,,,,"(40.79373015200048, -77.86070029399963)",OWS,OWS1,Q036,VALUE,42,Age (years),18 - 24,AGEYR,AGEYR1824
2018,2018,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(37.63864012300047, -120.99999953799971)",OWS,OWS1,Q037,VALUE,6,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2018,2018,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,16.7,16.7,,,12.2,22.4,315,,,,,"$75,000 or greater",,"(13.444304, 144.793731)",PA,PA1,Q047,VALUE,66,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(38.89037138500049, -77.03196112699965)",PA,PA1,Q047,VALUE,11,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2018,2018,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.8,25.8,,,19.8,32.9,300,,,Less than high school,,,,"(47.06652897200047, -109.42442064499971)",OWS,OWS1,Q036,VALUE,30,Education,Less than high school,EDU,EDUHS
2018,2018,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31,31,,,25.9,36.7,493,,,,,"$15,000 - $24,999",,"(42.27687047000046, -72.08269067499964)",OWS,OWS1,Q037,VALUE,25,Income,"$15,000 - $24,999",INC,INC1525
2018,2018,KY,Kentucky,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,14.7,14.7,,,8.8,23.5,142,,,,,,2 or more races,"(37.645970271000465, -84.77497104799966)",PA,PA1,Q047,VALUE,21,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2018,2018,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,"$25,000 - $34,999",,"(18.335765, -64.896335)",OWS,OWS1,Q037,VALUE,78,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,13.3,13.3,,,11.4,15.3,1861,,,,,"$50,000 - $74,999",,"(47.52227862900048, -120.47001078999972)",PA,PA1,Q047,VALUE,53,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.6,36.6,,,33.7,39.5,1880,,,College graduate,,,,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q037,VALUE,38,Education,College graduate,EDU,EDUCOGRAD
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.1,34.1,,,30.1,38.4,656,,35 - 44,,,,,"(18.220833, -66.590149)",OWS,OWS1,Q037,VALUE,72,Age (years),35 - 44,AGEYR,AGEYR3544
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.3,24.3,,,20.6,28.4,597,,25 - 34,,,,,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Age (years),25 - 34,AGEYR,AGEYR2534
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q037,VALUE,33,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2018,2018,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.5,32.5,,,28,37.4,980,,,,,"$35,000 - $49,999",,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q037,VALUE,21,Income,"$35,000 - $49,999",INC,INC3550
2018,2018,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.9,36.9,,,33.8,40.1,1715,,,,,"$75,000 or greater",,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q037,VALUE,50,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.6,35.6,,,34.8,36.4,55168,,,,,"$50,000 - $74,999",,,OWS,OWS1,Q037,VALUE,59,Income,"$50,000 - $74,999",INC,INC5075
